"","Index","Latitude","Longitude","Climate","Population.Status","Weight","Height","Wing.Chord","Colour","Sex","Nesting.Site","Nesting.Height","Number.of.Eggs","Egg.Weight","Flock","Home.Range","Predator.Presence","Predator.Type"
"199","AU",-25,135,"Continental","Introduced",33.25,15.33,7.16,"Black","Female","Tree",830.44,0,NA,"D","Small","Yes","Non-Avian"
"200","AU",-25,135,"Continental","Introduced",33.1,13.67,6.91,"Grey","Male",NA,NA,NA,NA,"B","Large","Yes","Non-Avian"
"201","AU",-25,135,"Continental","Introduced",31.66,13.74,6.92,"Black","Female","Tree",740.62,1,3.43,"D","Small","Yes","Non-Avian"
"202","AU",-25,135,"Continental","Introduced",33.03,15.11,7.13,"Black","Female","Tree",1406.22,1,3.42,"C","Small","Yes","Non-Avian"
"203","AU",-25,135,"Continental","Introduced",32.29,12.86,6.79,"Grey","Male",NA,NA,NA,NA,"B","Large","Yes","Non-Avian"
"204","AU",-25,135,"Continental","Introduced",33.76,14.34,7.01,"Grey","Male",NA,NA,NA,NA,"A","Small","Yes","Non-Avian"
"205","AU",-25,135,"Continental","Introduced",32.05,14.12,6.98,"Black","Female","Tree",1354.22,1,3.39,"D","Small","Yes","Non-Avian"
"206","AU",-25,135,"Continental","Introduced",32.54,14.62,7.05,"Black","Female","Tree",974.77,1,3.39,"D","Small","Yes","Non-Avian"
"207","AU",-25,135,"Continental","Introduced",33.1,15.18,7.14,"Brown","Female","Tree",602.13,0,NA,"E","Small","Yes","Non-Avian"
"208","AU",-25,135,"Continental","Introduced",32.34,14.42,7.02,"Brown","Female","Tree",1315.22,1,3.39,"E","Small","Yes","Non-Avian"
"209","AU",-25,135,"Continental","Introduced",32.31,14.39,7.02,"Black","Female","Shrub",45.45,1,3.51,"C","Small","Yes","Non-Avian"
"210","AU",-25,135,"Continental","Introduced",32.82,14.9,7.1,"Black","Female","Tree",1298.12,1,3.25,"C","Small","Yes","Non-Avian"
"211","AU",-25,135,"Continental","Introduced",34.79,15.37,7.17,"Grey","Male",NA,NA,NA,NA,"A","Small","Yes","Non-Avian"
"212","AU",-25,135,"Continental","Introduced",33.96,14.54,7.04,"Grey","Male",NA,NA,NA,NA,"A","Small","Yes","Non-Avian"
"213","AU",-25,135,"Continental","Introduced",31.09,13.17,6.84,"Black","Female","Tree",1254.7,0,NA,"D","Small","Yes","Non-Avian"
"214","AU",-25,135,"Continental","Introduced",31.92,14,6.96,"Black","Female","Tree",1257.78,1,3.4,"D","Small","Yes","Non-Avian"
"215","AU",-25,135,"Continental","Introduced",33.81,15.89,7.24,"Black","Female","Tree",876.75,1,3.4,"D","Small","Yes","Non-Avian"
"216","AU",-25,135,"Continental","Introduced",31.72,13.8,6.93,"Black","Female","Tree",1246.93,0,NA,"D","Small","Yes","Non-Avian"
"217","AU",-25,135,"Continental","Introduced",34.27,14.84,7.09,"Grey","Male",NA,NA,NA,NA,"B","Large","Yes","Non-Avian"
"218","AU",-25,135,"Continental","Introduced",34.8,15.38,7.17,"Grey","Male",NA,NA,NA,NA,"A","Small","Yes","Non-Avian"
"219","AU",-25,135,"Continental","Introduced",32.87,14.95,7.1,"Brown","Female","Tree",1455.13,1,3.59,"E","Small","Yes","Non-Avian"
"220","AU",-25,135,"Continental","Introduced",32.07,14.15,6.98,"Black","Female","Tree",1013.39,0,NA,"E","Small","Yes","Non-Avian"
"221","AU",-25,135,"Continental","Introduced",33.8,14.37,7.02,"Grey","Male",NA,NA,NA,NA,"B","Large","Yes","Non-Avian"
"222","AU",-25,135,"Continental","Introduced",32.69,13.27,6.85,"Black","Male",NA,NA,NA,NA,"C","Small","Yes","Non-Avian"
"223","RE",-21.1,55.6,"Coastal","Introduced",29.95,14.57,7.09,"Brown","Female","Tree",1075.86,3,2.76,"C","Small","No",NA
"224","RE",-21.1,55.6,"Coastal","Introduced",30.7,13.81,6.97,"Brown","Male",NA,NA,NA,NA,"A","Small","No",NA
"225","RE",-21.1,55.6,"Coastal","Introduced",32.13,15.25,7.19,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"226","RE",-21.1,55.6,"Coastal","Introduced",31.83,14.95,7.14,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"227","RE",-21.1,55.6,"Coastal","Introduced",31.37,15.99,7.3,"Grey","Female","Shrub",48.25,3,2.61,"E","Large","No",NA
"228","RE",-21.1,55.6,"Coastal","Introduced",31.93,15.05,7.16,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"229","RE",-21.1,55.6,"Coastal","Introduced",28.46,13.08,6.86,"Black","Female","Shrub",36.86,3,2.9,"D","Small","No",NA
"230","RE",-21.1,55.6,"Coastal","Introduced",29.52,14.14,7.02,"Grey","Female","Shrub",58.37,3,2.84,"E","Large","No",NA
"231","RE",-21.1,55.6,"Coastal","Introduced",31.63,16.25,7.34,"Grey","Female","Tree",810.13,4,3.05,"E","Large","No",NA
"232","RE",-21.1,55.6,"Coastal","Introduced",33.01,16.13,7.32,"Brown","Male",NA,NA,NA,NA,"A","Small","No",NA
"233","RE",-21.1,55.6,"Coastal","Introduced",30.3,14.92,7.14,"Black","Female","Shrub",53.94,3,2.86,"D","Small","No",NA
"234","RE",-21.1,55.6,"Coastal","Introduced",31.25,14.37,7.05,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"235","RE",-21.1,55.6,"Coastal","Introduced",31.62,14.74,7.11,"Brown","Male",NA,NA,NA,NA,"A","Small","No",NA
"236","RE",-21.1,55.6,"Coastal","Introduced",29.69,14.31,7.05,"Grey","Female","Tree",1311.9,2,2.46,"E","Large","No",NA
"237","RE",-21.1,55.6,"Coastal","Introduced",31.27,14.39,7.06,"Brown","Male",NA,NA,NA,NA,"C","Small","No",NA
"238","RE",-21.1,55.6,"Coastal","Introduced",31.41,14.53,7.08,"Brown","Male",NA,NA,NA,NA,"C","Small","No",NA
"239","RE",-21.1,55.6,"Coastal","Introduced",30.9,15.52,7.23,"Grey","Female","Tree",1208.59,3,2.68,"E","Large","No",NA
"240","RE",-21.1,55.6,"Coastal","Introduced",29.69,14.31,7.05,"Brown","Female","Tree",1572.47,4,3.1,"C","Small","No",NA
"241","RE",-21.1,55.6,"Coastal","Introduced",29.64,14.26,7.04,"Grey","Female","Shrub",69.53,4,3.07,"E","Large","No",NA
"242","RE",-21.1,55.6,"Coastal","Introduced",29.45,14.07,7.01,"Black","Female","Tree",1241.25,3,2.83,"D","Small","No",NA
"243","RE",-21.1,55.6,"Coastal","Introduced",31.28,15.9,7.28,"Black","Female","Shrub",55.34,3,2.72,"D","Small","No",NA
"244","RE",-21.1,55.6,"Coastal","Introduced",29.9,14.52,7.08,"Grey","Female","Shrub",25.78,3,2.8,"E","Large","No",NA
"245","RE",-21.1,55.6,"Coastal","Introduced",31.05,15.67,7.25,"Brown","Female","Tree",551.56,3,2.71,"C","Small","No",NA
"246","RE",-21.1,55.6,"Coastal","Introduced",32.53,15.65,7.25,"Brown","Male",NA,NA,NA,NA,"C","Small","No",NA
"247","RE",-21.1,55.6,"Coastal","Introduced",30.33,14.95,7.14,"Black","Female","Shrub",41.8,3,2.73,"D","Small","No",NA
"248","RE",-21.1,55.6,"Coastal","Introduced",29.45,14.07,7.01,"Grey","Female","Shrub",73.45,3,2.75,"E","Large","No",NA
"249","RE",-21.1,55.6,"Coastal","Introduced",32.49,15.61,7.24,"Brown","Male",NA,NA,NA,NA,"C","Small","No",NA
"250","RE",-21.1,55.6,"Coastal","Introduced",30.65,15.27,7.19,"Grey","Female","Tree",925.4,3,2.95,"E","Large","No",NA
"251","RE",-21.1,55.6,"Coastal","Introduced",28.81,13.43,6.91,"Brown","Female","Tree",1663.79,3,2.71,"C","Small","No",NA
"252","RE",-21.1,55.6,"Coastal","Introduced",30.98,15.6,7.24,"Brown","Female","Tree",1621.9,3,2.7,"C","Small","No",NA
"253","RE",-21.1,55.6,"Coastal","Introduced",29.89,14.51,7.08,"Brown","Female","Tree",1198.31,3,2.66,"C","Small","No",NA
"254","RE",-21.1,55.6,"Coastal","Introduced",32.29,15.41,7.21,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"255","RE",-21.1,55.6,"Coastal","Introduced",28.98,13.6,6.94,"Grey","Female","Tree",1005.5,4,3.03,"E","Large","No",NA
"256","RE",-21.1,55.6,"Coastal","Introduced",28.26,12.88,6.83,"Black","Female","Tree",1134.07,3,2.75,"D","Small","No",NA
"257","RE",-21.1,55.6,"Coastal","Introduced",32.1,15.22,7.18,"Brown","Male",NA,NA,NA,NA,"C","Small","No",NA
"258","RE",-21.1,55.6,"Coastal","Introduced",29.33,13.95,6.99,"Grey","Female","Tree",984.2,3,2.98,"E","Large","No",NA
"259","RE",-21.1,55.6,"Coastal","Introduced",31.01,14.13,7.02,"Brown","Male",NA,NA,NA,NA,"C","Small","No",NA
"260","RE",-21.1,55.6,"Coastal","Introduced",30.67,15.29,7.19,"Black","Female","Shrub",71.65,3,2.98,"D","Small","No",NA
"261","RE",-21.1,55.6,"Coastal","Introduced",30.77,13.89,6.98,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"262","RE",-21.1,55.6,"Coastal","Introduced",30.6,13.72,6.96,"Brown","Male",NA,NA,NA,NA,"A","Small","No",NA
"263","RE",-21.1,55.6,"Coastal","Introduced",31.08,15.7,7.25,"Grey","Female","Tree",1012.02,3,2.84,"E","Large","No",NA
"264","RE",-21.1,55.6,"Coastal","Introduced",31.42,14.54,7.08,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"265","RE",-21.1,55.6,"Coastal","Introduced",31.03,15.65,7.25,"Brown","Female","Tree",1059.16,3,2.66,"C","Small","No",NA
"266","RE",-21.1,55.6,"Coastal","Introduced",29.55,12.67,6.8,"Brown","Male",NA,NA,NA,NA,"A","Small","No",NA
"267","RE",-21.1,55.6,"Coastal","Introduced",28.92,13.54,6.93,"Grey","Female","Shrub",53.5,3,2.97,"E","Large","No",NA
"268","RE",-21.1,55.6,"Coastal","Introduced",30.38,13.5,6.92,"Brown","Male",NA,NA,NA,NA,"A","Small","No",NA
"269","RE",-21.1,55.6,"Coastal","Introduced",29.84,14.46,7.07,"Grey","Female","Tree",1407.76,3,2.9,"E","Large","No",NA
"270","RE",-21.1,55.6,"Coastal","Introduced",29.36,13.98,7,"Grey","Female","Tree",984.53,2,2.53,"E","Large","No",NA
"271","RE",-21.1,55.6,"Coastal","Introduced",30.46,15.08,7.16,"Black","Female","Tree",964.87,3,2.97,"D","Small","No",NA
"272","RE",-21.1,55.6,"Coastal","Introduced",27.94,12.56,6.78,"Brown","Female","Tree",900.79,3,2.75,"C","Small","No",NA
"273","RE",-21.1,55.6,"Coastal","Introduced",30.57,13.69,6.95,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"274","RE",-21.1,55.6,"Coastal","Introduced",29.11,13.73,6.96,"Black","Female","Shrub",45.24,3,2.93,"D","Small","No",NA
"275","RE",-21.1,55.6,"Coastal","Introduced",29.66,14.28,7.04,"Grey","Female","Tree",1539.29,2,2.57,"E","Large","No",NA
"276","RE",-21.1,55.6,"Coastal","Introduced",30.17,14.79,7.12,"Grey","Female","Tree",1057.81,2,2.42,"E","Large","No",NA
"277","RE",-21.1,55.6,"Coastal","Introduced",31.71,16.33,7.35,"Grey","Female","Shrub",50.75,3,2.89,"E","Large","No",NA
"278","RE",-21.1,55.6,"Coastal","Introduced",30.64,13.76,6.96,"Brown","Male",NA,NA,NA,NA,"C","Small","No",NA
"279","RE",-21.1,55.6,"Coastal","Introduced",30.69,13.8,6.97,"Brown","Male",NA,NA,NA,NA,"A","Small","No",NA
"280","RE",-21.1,55.6,"Coastal","Introduced",31.93,15.05,7.16,"Grey","Male",NA,NA,NA,NA,"A","Small","No",NA
"281","RE",-21.1,55.6,"Coastal","Introduced",29.58,14.2,7.03,"Grey","Female","Tree",1457.67,3,2.64,"E","Large","No",NA
"282","RE",-21.1,55.6,"Coastal","Introduced",31.09,15.71,7.25,"Black","Female","Shrub",44.32,3,2.67,"D","Small","No",NA
"283","RE",-21.1,55.6,"Coastal","Introduced",28.67,13.29,6.89,"Brown","Female","Tree",1450.89,3,2.91,"C","Small","No",NA
"284","RE",-21.1,55.6,"Coastal","Introduced",32.3,15.42,7.21,"Brown","Male",NA,NA,NA,NA,"A","Small","No",NA
"285","RE",-21.1,55.6,"Coastal","Introduced",28.42,13.04,6.86,"Grey","Female","Shrub",45.52,3,2.63,"E","Large","No",NA
"286","RE",-21.1,55.6,"Coastal","Introduced",31.8,16.42,7.36,"Grey","Female","Shrub",47.54,2,2.59,"E","Large","No",NA
"287","RE",-21.1,55.6,"Coastal","Introduced",31.37,14.49,7.07,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"288","RE",-21.1,55.6,"Coastal","Introduced",29.51,14.13,7.02,"Black","Female","Tree",1207.51,3,2.99,"D","Small","No",NA
"289","RE",-21.1,55.6,"Coastal","Introduced",30.84,13.96,6.99,"Brown","Male",NA,NA,NA,NA,"A","Small","No",NA
"290","RE",-21.1,55.6,"Coastal","Introduced",30.63,15.25,7.19,"Brown","Female","Shrub",62.48,3,2.76,"C","Small","No",NA
"291","RE",-21.1,55.6,"Coastal","Introduced",30.26,14.88,7.13,"Grey","Female","Tree",900.97,3,2.98,"E","Large","No",NA
"292","RE",-21.1,55.6,"Coastal","Introduced",29.57,14.19,7.03,"Grey","Female","Shrub",44.34,2,2.38,"E","Large","No",NA
"293","RE",-21.1,55.6,"Coastal","Introduced",31.4,14.52,7.08,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"294","RE",-21.1,55.6,"Coastal","Introduced",29.25,13.87,6.98,"Black","Female","Tree",1439.56,2,2.55,"D","Small","No",NA
"295","RE",-21.1,55.6,"Coastal","Introduced",30.28,13.4,6.91,"Brown","Male",NA,NA,NA,NA,"C","Small","No",NA
"296","RE",-21.1,55.6,"Coastal","Introduced",31.42,14.54,7.08,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"297","RE",-21.1,55.6,"Coastal","Introduced",30.46,15.08,7.16,"Grey","Female","Shrub",43.49,2,2.55,"E","Large","No",NA
"298","RE",-21.1,55.6,"Coastal","Introduced",29.37,13.99,7,"Black","Female","Tree",1318.44,3,2.74,"D","Small","No",NA
"299","RE",-21.1,55.6,"Coastal","Introduced",31.48,14.6,7.09,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"300","RE",-21.1,55.6,"Coastal","Introduced",30.57,13.69,6.95,"Brown","Male",NA,NA,NA,NA,"C","Small","No",NA
"301","RE",-21.1,55.6,"Coastal","Introduced",30.44,13.56,6.93,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"302","RE",-21.1,55.6,"Coastal","Introduced",31.19,14.31,7.04,"Brown","Male",NA,NA,NA,NA,"A","Small","No",NA
"303","RE",-21.1,55.6,"Coastal","Introduced",31.02,15.64,7.25,"Grey","Female","Tree",675.19,3,2.64,"E","Large","No",NA
"304","RE",-21.1,55.6,"Coastal","Introduced",29.52,14.14,7.02,"Black","Female","Tree",1434.06,3,2.86,"D","Small","No",NA
"305","RE",-21.1,55.6,"Coastal","Introduced",29.16,13.78,6.97,"Brown","Female","Tree",1053.71,2,2.36,"C","Small","No",NA
"306","RE",-21.1,55.6,"Coastal","Introduced",28.27,12.89,6.83,"Grey","Female","Shrub",40.75,2,2.59,"E","Large","No",NA
"307","RE",-21.1,55.6,"Coastal","Introduced",28.7,13.32,6.9,"Grey","Female","Tree",1368.18,2,2.59,"E","Large","No",NA
"308","RE",-21.1,55.6,"Coastal","Introduced",29.93,13.05,6.86,"Brown","Male",NA,NA,NA,NA,"A","Small","No",NA
"309","RE",-21.1,55.6,"Coastal","Introduced",30.4,13.52,6.93,"Brown","Male",NA,NA,NA,NA,"A","Small","No",NA
"310","RE",-21.1,55.6,"Coastal","Introduced",28.61,13.23,6.88,"Grey","Female","Tree",736.03,3,2.7,"E","Large","No",NA
"311","RE",-21.1,55.6,"Coastal","Introduced",31.61,14.73,7.11,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"312","RE",-21.1,55.6,"Coastal","Introduced",29.54,14.16,7.02,"Grey","Female","Tree",481.23,3,2.81,"E","Large","No",NA
"313","RE",-21.1,55.6,"Coastal","Introduced",29.96,13.08,6.86,"Brown","Male",NA,NA,NA,NA,"A","Small","No",NA
"314","RE",-21.1,55.6,"Coastal","Introduced",30.44,13.56,6.93,"Brown","Male",NA,NA,NA,NA,"A","Small","No",NA
"315","RE",-21.1,55.6,"Coastal","Introduced",29.9,14.52,7.08,"Brown","Female","Tree",1301.4,4,3.11,"C","Small","No",NA
"316","RE",-21.1,55.6,"Coastal","Introduced",31.85,14.97,7.14,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"317","RE",-21.1,55.6,"Coastal","Introduced",31.93,15.05,7.16,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"318","NU",70,-90,"Coastal","Introduced",31.95,12.58,6.61,"Grey","Male",NA,NA,NA,NA,"B","Medium","Yes","Non-Avian"
"319","NU",70,-90,"Coastal","Introduced",32.68,14.81,6.95,"Black","Female","Tree",705.7,1,2.68,"D","Large","Yes","Non-Avian"
"320","NU",70,-90,"Coastal","Introduced",30.04,12.17,6.55,"Brown","Female","Tree",1484.53,2,3.12,"E","Large","Yes","Non-Avian"
"321","NU",70,-90,"Coastal","Introduced",32.87,13.49,6.75,"Grey","Male",NA,NA,NA,NA,"B","Medium","Yes","Non-Avian"
"322","NU",70,-90,"Coastal","Introduced",34.51,15.13,7,"Grey","Male",NA,NA,NA,NA,"A","Large","Yes","Non-Avian"
"323","NU",70,-90,"Coastal","Introduced",30.69,12.82,6.65,"Black","Female","Shrub",32.39,1,2.59,"D","Large","Yes","Non-Avian"
"324","NU",70,-90,"Coastal","Introduced",30.82,12.95,6.67,"Black","Female","Tree",560.58,2,2.86,"C","Medium","Yes","Non-Avian"
"325","NU",70,-90,"Coastal","Introduced",30.66,12.79,6.65,"Black","Female","Tree",1024.55,2,3.19,"E","Large","Yes","Non-Avian"
"326","NU",70,-90,"Coastal","Introduced",31.01,13.14,6.7,"Brown","Female","Tree",1599,1,2.72,"E","Large","Yes","Non-Avian"
"327","NU",70,-90,"Coastal","Introduced",32.93,13.56,6.76,"Grey","Male",NA,NA,NA,NA,"A","Large","Yes","Non-Avian"
"328","NU",70,-90,"Coastal","Introduced",34.02,14.65,6.92,"Grey","Male",NA,NA,NA,NA,"B","Medium","Yes","Non-Avian"
"329","NU",70,-90,"Coastal","Introduced",31.99,12.62,6.62,"Black","Male",NA,NA,NA,NA,"C","Medium","Yes","Non-Avian"
"330","NU",70,-90,"Coastal","Introduced",31.72,12.34,6.58,"Grey","Male",NA,NA,NA,NA,"B","Medium","Yes","Non-Avian"
"331","NU",70,-90,"Coastal","Introduced",31.14,13.27,6.72,"Black","Female","Tree",788.98,1,2.75,"C","Medium","Yes","Non-Avian"
"332","NU",70,-90,"Coastal","Introduced",31.72,12.35,6.58,"Grey","Male",NA,NA,NA,NA,"B","Medium","Yes","Non-Avian"
"333","NU",70,-90,"Coastal","Introduced",32.66,13.28,6.72,"Grey","Male",NA,NA,NA,NA,"B","Medium","Yes","Non-Avian"
"334","NU",70,-90,"Coastal","Introduced",32.2,12.83,6.65,"Grey","Male",NA,NA,NA,NA,"B","Medium","Yes","Non-Avian"
"335","NU",70,-90,"Coastal","Introduced",29.11,11.24,6.41,"Black","Female","Shrub",65.77,1,2.72,"E","Large","Yes","Non-Avian"
"336","NU",70,-90,"Coastal","Introduced",31.54,13.66,6.78,"Black","Female","Shrub",26.17,1,2.79,"C","Medium","Yes","Non-Avian"
"337","NU",70,-90,"Coastal","Introduced",31.04,13.16,6.7,"Black","Female","Tree",834.74,2,2.87,"E","Large","Yes","Non-Avian"
"338","NU",70,-90,"Coastal","Introduced",32.2,14.32,6.88,"Brown","Female","Tree",777.62,2,3.09,"E","Large","Yes","Non-Avian"
"339","NU",70,-90,"Coastal","Introduced",32.24,14.36,6.88,"Black","Female","Tree",899.98,1,2.68,"D","Large","Yes","Non-Avian"
"340","NU",70,-90,"Coastal","Introduced",34.26,14.89,6.96,"Grey","Male",NA,NA,NA,NA,"B","Medium","Yes","Non-Avian"
"341","NU",70,-90,"Coastal","Introduced",33.5,14.13,6.85,"Grey","Male",NA,NA,NA,NA,"B","Medium","Yes","Non-Avian"
"342","NU",70,-90,"Coastal","Introduced",33.61,14.24,6.86,"Grey","Male",NA,NA,NA,NA,"A","Large","Yes","Non-Avian"
"343","NU",70,-90,"Coastal","Introduced",32.5,13.13,6.7,"Black","Male",NA,NA,NA,NA,"C","Medium","Yes","Non-Avian"
"344","NU",70,-90,"Coastal","Introduced",34.21,14.84,6.95,"Grey","Male",NA,NA,NA,NA,"C","Medium","Yes","Non-Avian"
"345","NU",70,-90,"Coastal","Introduced",32.79,14.92,6.97,"Brown","Female","Tree",1048.34,1,2.63,"E","Large","Yes","Non-Avian"
"346","NU",70,-90,"Coastal","Introduced",32.14,12.77,6.64,"Grey","Male",NA,NA,NA,NA,"A","Large","Yes","Non-Avian"
"347","NU",70,-90,"Coastal","Introduced",30.44,12.57,6.61,"Brown","Female","Tree",1429.67,1,2.81,"E","Large","Yes","Non-Avian"
"348","NU",70,-90,"Coastal","Introduced",33.11,13.74,6.79,"Black","Male",NA,NA,NA,NA,"C","Medium","Yes","Non-Avian"
"349","NU",70,-90,"Coastal","Introduced",33.91,14.53,6.91,"Grey","Male",NA,NA,NA,NA,"A","Large","Yes","Non-Avian"
"350","NU",70,-90,"Coastal","Introduced",35.01,15.64,7.07,"Grey","Male",NA,NA,NA,NA,"B","Medium","Yes","Non-Avian"
"351","NU",70,-90,"Coastal","Introduced",34.01,14.64,6.92,"Grey","Male",NA,NA,NA,NA,"A","Large","Yes","Non-Avian"
"352","NU",70,-90,"Coastal","Introduced",34.27,14.9,6.96,"Grey","Male",NA,NA,NA,NA,"A","Large","Yes","Non-Avian"
"353","NU",70,-90,"Coastal","Introduced",33.75,14.37,6.88,"Black","Male",NA,NA,NA,NA,"C","Medium","Yes","Non-Avian"
"354","NU",70,-90,"Coastal","Introduced",30.29,12.41,6.59,"Black","Female","Tree",719.38,1,2.63,"C","Medium","Yes","Non-Avian"
"355","NU",70,-90,"Coastal","Introduced",29.3,11.42,6.44,"Black","Female","Tree",621.86,1,2.82,"C","Medium","Yes","Non-Avian"
"356","NU",70,-90,"Coastal","Introduced",31.03,11.66,6.48,"Grey","Male",NA,NA,NA,NA,"B","Medium","Yes","Non-Avian"
"357","NU",70,-90,"Coastal","Introduced",32.65,13.28,6.72,"Grey","Male",NA,NA,NA,NA,"B","Medium","Yes","Non-Avian"
"358","NU",70,-90,"Coastal","Introduced",32.85,14.97,6.97,"Black","Female","Tree",944.86,1,2.72,"E","Large","Yes","Non-Avian"
"359","NU",70,-90,"Coastal","Introduced",31.99,12.62,6.62,"Grey","Male",NA,NA,NA,NA,"B","Medium","Yes","Non-Avian"
"360","NU",70,-90,"Coastal","Introduced",31.22,13.35,6.73,"Black","Female","Shrub",46.05,0,NA,"E","Large","Yes","Non-Avian"
"361","NU",70,-90,"Coastal","Introduced",33.19,15.32,7.03,"Black","Female","Tree",624.88,2,2.89,"C","Medium","Yes","Non-Avian"
"362","NU",70,-90,"Coastal","Introduced",30.84,12.97,6.67,"Brown","Female","Shrub",70.67,1,2.79,"E","Large","Yes","Non-Avian"
"363","NU",70,-90,"Coastal","Introduced",31.86,13.98,6.83,"Black","Female","Shrub",35.96,2,3.02,"C","Medium","Yes","Non-Avian"
"364","NU",70,-90,"Coastal","Introduced",30.41,12.54,6.61,"Black","Female","Tree",951.35,2,3.03,"D","Large","Yes","Non-Avian"
"365","NU",70,-90,"Coastal","Introduced",32.34,12.96,6.67,"Grey","Male",NA,NA,NA,NA,"A","Large","Yes","Non-Avian"
"366","NU",70,-90,"Coastal","Introduced",30.57,12.7,6.63,"Black","Female","Tree",790.94,2,3.14,"D","Large","Yes","Non-Avian"
"367","NU",70,-90,"Coastal","Introduced",31.23,13.35,6.73,"Black","Female","Tree",235.61,2,2.99,"D","Large","Yes","Non-Avian"
"368","NU",70,-90,"Coastal","Introduced",34.26,14.89,6.96,"Grey","Male",NA,NA,NA,NA,"B","Medium","Yes","Non-Avian"
"369","NU",70,-90,"Coastal","Introduced",31.48,13.61,6.77,"Black","Female","Tree",1084.29,2,3.01,"C","Medium","Yes","Non-Avian"
"370","NU",70,-90,"Coastal","Introduced",32.32,14.44,6.89,"Brown","Female","Tree",909.23,1,2.78,"E","Large","Yes","Non-Avian"
"371","NU",70,-90,"Coastal","Introduced",30.7,12.83,6.65,"Brown","Female","Tree",1315.18,2,3.13,"E","Large","Yes","Non-Avian"
"372","NU",70,-90,"Coastal","Introduced",31.18,13.31,6.72,"Brown","Female","Shrub",37.92,2,3.14,"E","Large","Yes","Non-Avian"
"373","NU",70,-90,"Coastal","Introduced",31.87,12.5,6.6,"Grey","Male",NA,NA,NA,NA,"B","Medium","Yes","Non-Avian"
"374","NU",70,-90,"Coastal","Introduced",33.55,14.18,6.85,"Grey","Male",NA,NA,NA,NA,"B","Medium","Yes","Non-Avian"
"375","NU",70,-90,"Coastal","Introduced",32.68,13.31,6.72,"Grey","Male",NA,NA,NA,NA,"B","Medium","Yes","Non-Avian"
"376","NU",70,-90,"Coastal","Introduced",32.73,13.36,6.73,"Grey","Male",NA,NA,NA,NA,"A","Large","Yes","Non-Avian"
"377","NU",70,-90,"Coastal","Introduced",33.03,13.66,6.78,"Grey","Male",NA,NA,NA,NA,"A","Large","Yes","Non-Avian"
"378","NU",70,-90,"Coastal","Introduced",30.16,12.29,6.57,"Black","Female","Tree",1329.65,1,2.71,"D","Large","Yes","Non-Avian"
"379","NU",70,-90,"Coastal","Introduced",33.65,14.28,6.87,"Grey","Male",NA,NA,NA,NA,"A","Large","Yes","Non-Avian"
"380","NU",70,-90,"Coastal","Introduced",30.72,12.84,6.65,"Black","Female","Shrub",35.47,1,2.67,"E","Large","Yes","Non-Avian"
"381","NU",70,-90,"Coastal","Introduced",31.79,13.92,6.82,"Brown","Female","Tree",1513.79,2,2.91,"E","Large","Yes","Non-Avian"
"382","MA",55,-97,"Semi-Coastal","Introduced",31.38,13.81,6.82,"Black","Female","Tree",1094.36,2,2.88,"D","Large","No",NA
"383","MA",55,-97,"Semi-Coastal","Introduced",30.48,12.91,6.68,"Grey","Female","Tree",779.51,1,2.7,"E","Medium","No",NA
"384","MA",55,-97,"Semi-Coastal","Introduced",33.48,14.4,6.91,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"385","MA",55,-97,"Semi-Coastal","Introduced",34.33,15.26,7.04,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"386","MA",55,-97,"Semi-Coastal","Introduced",31.13,13.56,6.78,"Grey","Female","Shrub",49.04,2,3,"E","Medium","No",NA
"387","MA",55,-97,"Semi-Coastal","Introduced",31.48,13.9,6.83,"Grey","Female","Shrub",35.55,3,3.17,"E","Medium","No",NA
"388","MA",55,-97,"Semi-Coastal","Introduced",29.8,12.23,6.58,"Grey","Female","Tree",1304.03,2,2.83,"E","Medium","No",NA
"389","MA",55,-97,"Semi-Coastal","Introduced",31.85,14.27,6.89,"Black","Female","Tree",1604.52,2,2.9,"D","Large","No",NA
"390","MA",55,-97,"Semi-Coastal","Introduced",31.15,13.58,6.79,"Brown","Female","Tree",1008.47,1,2.57,"C","Large","No",NA
"391","MA",55,-97,"Semi-Coastal","Introduced",31.56,12.49,6.62,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"392","MA",55,-97,"Semi-Coastal","Introduced",32.83,15.26,7.04,"Black","Female","Tree",1128.81,2,2.98,"D","Large","No",NA
